statement_id,statement,creator,validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_difficult_words.1,True_gunning_fog,True_text_standard,characters,words,avg_word_length,numbers,sentences,unique_word_ratio,sentiment_index,hatred_index,support,opposed,neutral
0,We found that the number of cases of SARS-CoV-2 infection doubled every 2.65 days in barracks-style buildings. The corresponding single time for apartment-style buildings was 1.56 days.,human,FALSE,70.8,7.8,5.6,13.37,10.8,12.27,6,4.166666667,6,6.56,6th and 7th grade,185,25,5.96,2,2,0.88,0.0253,0.0361,0.003514837,0.994334459,0.002150657
0,We found that the number of cases of SARS-CoV-2 infection tripled every 1.56 days in barracks-style buildings. The corresponding doubling time for apartment-style buildings was 2.65 days.,human,FALSE,70.8,7.8,5.6,13.83,11.1,12.86,6,4.166666667,6,6.56,6th and 7th grade,187,25,6.04,2,2,0.88,0.0252,0.0372,0.003367631,0.994777322,0.001855111
17,"Without the initial lockdown, vaccination, and increased physical distancing, we estimated 210 million COVID-19 cases, and 5.2 million deaths would occur in the UK over 9 years. In the best-case scenario, vaccination minimizes community transmission without future periods of increased physical distancing.",human,FALSE,31.89,14.1,12.3,17.33,15.3,13.35,15,10.66666667,15,13.22,12th and 13th grade,306,39,6.44,3,2,0.79,0.0224,0.0533,0.002722479,0.995042801,0.002234661
17,"With the initial lockdown, vaccination, and increased physical distancing, we estimated 148 million COVID-19 cases, and 3.1 million deaths would occur in the UK over 10 years. In the best-case scenario, vaccination maximizes community transmission without future periods of increased physical distancing.",human,FALSE,31.89,14.1,12.3,17.04,15.1,13.35,15,10.66666667,15,13.22,12th and 13th grade,304,39,6.36,3,2,0.79,0.0366,0.0509,0.002354454,0.995516002,0.002129465
37,"The modeled results of COVID-19 spread in New York State and the UK have demonstrated that if the level of testing and containment measures is preserved, the number of negative cases in New York State remain the same during March of 2021, while in the UK it will increase.",human,FALSE,47.12,0,18.9,9.65,24.6,10.9,10,27.5,10,22.05,10th and 11th grade,272,48,4.52,1,1,0.71,0.042,0.0124,0.143364847,0.172357261,0.684277892
2,"The modeled data of COVID-19 spread in New York State and the UK have demonstrated that the level of testing and containment measures is preserved, the number of positive cases in New York State remain the same during March of 2022, while in the UK it will reduce.",human,FALSE,39.68,0,19.6,9.36,23.9,10.95,10,27,10,21.7,19th and 20th grade,264,47,4.47,1,1,0.7,0.151,0.0115,0.064522557,0.789748132,0.145729274
2,"It is discovered that pure copper and copper-contained stainless steel surfaces do not display inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, both pure silver and silver-contained stainless steel with a high silver content exhibit significant antiviral properties.",human,FALSE,34.76,0,13.3,18.1,17.9,11.89,14,14.25,14,14.98,11th and 12th grade,283,39,6.21,0,2,0.85,0.1193,0.0631,0.001971024,0.99691236,0.0011166
25,"It is discovered that pure silver and silver-contained stainless steel surfaces do display inhibitory effects on SARS-CoV-2 and H1N1 viruses. In comparison, both pure copper and copper-contained stain steel with a high copper content exhibit significant viral properties.",human,FALSE,35.27,0,13.1,17.35,17.1,12.47,14,13.5,14,13.92,13th and 14th grade,271,38,6.08,0,2,0.87,0.0241,0.0643,0.002612106,0.996011972,0.001375882
23,"Recent improvements in mRNA vaccines act to decrease protein translation, and improve delivery. mRNA vaccines are a new type of vaccine to protect against infectious diseases and were the first COVID-19 vaccines authorized worldwide.",human,FALSE,45.76,0,11.1,15.83,14.8,11.91,13,11,13,12.68,10th and 11th grade,233,34,5.79,0,2,0.85,0.7085,0.0227,0.014913452,0.978124619,0.006961963
16,"In the phase 1 trial, the potential vaccine formula caused a weak antibody response that remained low in all participants 3 months after the second vaccination. In the phase 2 trial, the potential vaccine formula showed terrible safety outcomes.",human,FALSE,43.22,0,12.1,12.94,13.3,11.49,10,13.75,10,12.93,12th and 13th grade,245,36,5.56,3,2,0.72,0.0071,0.0218,0.002246615,0.996562421,0.001190943
16,"In the phase 1 trial, the potential vaccine formula caused a non-existent antibody response that remained low in all participants 3 months after the second vaccination. In the phase 2 trial, the potential vaccine formula showed no safety outcomes.",human,FALSE,43.22,0,12.1,13.05,13.6,12.3,11,13.75,11,13.95,13th and 14th grade,247,36,5.61,3,2,0.72,0.0109,0.023,0.00221968,0.996544659,0.001235643
19,"Different amounts of antibodies produced after the two doses of vaccine were found. Individuals with a previous natural infection developed a higher antibody level. Among the individuals with a history of past SARS-CoV-2 infection, 5% had an antibody level at the same order of magnitude of infected people, suggesting that they acquired the infection in an asymptomatic way. In such individuals, one dose of vaccine may be sufficient to obtain a protective immune response.",human,FALSE,35.78,15.9,12.9,13.34,13.3,10.32,21,14.25,21,14.43,12th and 13th grade,474,73,5.37,1,4,0.74,0.042,0.0487,0.003832842,0.994093835,0.002073318
19,"Different amounts of antibodies produced after the two doses of vaccine were found. Individuals with a previous natural infection developed a higher antibody level. Among the individuals with no history of SARS-CoV-2 infection, 65% had an antibody level at the same order of magnitude of infected people, suggesting that they acquired the infection in an asymptomatic way. In these individuals, one dose of vaccine is always enough to obtain a protective immune response.",human,FALSE,35.98,15.6,12.8,13.63,13.5,10.17,20,13.875,20,13.9,13th and 14th grade,471,72,5.4,1,4,0.75,0.0468,0.0467,0.006836458,0.990483999,0.00267959
16,"The proposed technique exhibited no similarity with the PCR testing technique. The results obtained point to the application potential of this complex, high-cost for saliva-based point-of-care in COVID-19 diagnosis.",human,FALSE,31.38,0,12.5,17.91,16.2,13.07,12,8.75,12,12.7,12th and 13th grade,215,29,6.34,0,2,0.9,0.0235,0.0155,0.583755851,0.322191685,0.094052494
23,"The proposed technique exhibited opposite in similarity with the PCR testing. The results obtained point to the TERRIBLE application potential of this simple, low-cost for saliva-based point-of-care in COVID-19 diagnosis.",human,FALSE,30.87,0,12.7,17.68,16.2,12.8,12,11,12,14,12th and 13th grade,221,30,6.3,0,2,0.9,0.0098,0.0187,0.18691425,0.763670862,0.049414914
23,"It seems that the virus never traveled by car on highways and motorways; and that solo driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was probably one of the means which didnÂ’t change the initial spread.",human,FALSE,65.05,0,9.9,9,12,10.27,10,14,10,12.68,9th and 10th grade,260,48,4.31,0,4,0.81,0.0126,0.0464,0.744218767,0.031488862,0.224292353
23,"It seems that the virus never traveled by car on highways and motorways; and that solo driving, i.e. traveling by passenger cars, that now seems to be perceived by the public as a solution, was probably never the means which favored the initial spread.",human,FALSE,57.61,0,10.7,9.34,11.9,10.11,11,13.5,11,12.44,10th and 11th grade,252,45,4.49,0,4,0.78,0.0168,0.0574,0.838487089,0.042803027,0.118709929
0,"COVID-19 patients with asthma had a minor risk for mortality in neither Asia, Europe, North America, or South America.",human,FALSE,52.19,0,10.7,11.72,12.8,12.06,5,12.5,5,9.71,12th and 13th grade,118,19,5.05,0,1,0.95,0.0209,0.0149,0.003706558,0.994467735,0.001825627
0,"COVID-19 patients with asthma had no risk for death in Asia, but not in Europe, North America, and South America.",human,FALSE,68.1,0,8.7,8.53,10.7,10.16,3,12,3,8,8th and 9th grade,113,20,4.5,0,1,0.9,0.0638,0.0167,0.001724968,0.997069538,0.001205437
25,"We found that age was a significant predictor of ICU admissions in our study of COVID-19 patients in Spain, with older patients being more likely to require ICU care. This is likely due to the increased risk of severe illness and complications associated with COVID-19 in older individuals.",human,FALSE,47.12,0,12.7,11.78,14.4,10.42,12,15,12,14.6,14th and 15th grade,290,48,5,0,2,0.77,0.0274,0.0149,0.529319525,0.006218656,0.464461803
2,"Age was found to be a significant predictor of ICU admissions in our study of COVID-19 patients in Spain, with older patients being more likely to require ICU care. This finding is consistent with previous studies indicating that older age is a risk factor for severe illness and poor outcomes in COVID-19.",human,FALSE,53.55,0,12.3,10.91,14.6,11,15,16,15,15.02,10th and 11th grade,306,52,4.85,0,2,0.79,0.0292,0.0149,0.799957573,0.003910042,0.196132407
16,Pooling samples for PCR testing is a cost-effective and efficient method that allows more people to be tested for coronavirus in a shorter amount of time while maintaining high levels of sensitivity.,human,FALSE,30.54,0,17,13.41,19.3,12.13,12,21,12,19.05,16th and 17th grade,199,32,5.22,0,1,0.91,0.51,0.0213,0.029479623,0.960755706,0.009764649
0,Pooling samples for PCR testing is a highly inefficient method that compromises the accuracy of coronavirus testing and should not be used.,human,FALSE,40.69,0,13.1,13.58,14.8,11.9,8,15,8,16.07,14th and 15th grade,139,22,5.32,0,1,0.95,0.0055,0.0307,0.019325418,0.975067616,0.0056069
20,"According to our estimates, the initial lockdown, vaccination, and increased physical distancing measures have helped to prevent a projected 148 million COVID-19 cases and 3.1 million deaths in the UK over the next decade. In the best-case scenario, vaccination efforts will continue to minimize community transmission, without requiring additional periods of increased physical distancing.",human,FALSE,27.83,16.3,13.9,17.57,17,13.3,21,14.33333333,21,16.83,16th and 17th grade,390,52,6.23,2,2,0.79,0.3583,0.0255,0.003094683,0.99280268,0.004102672
5,"Our study did not find any significant difference in COVID-19 case numbers and mortality rates in the UK regardless of the initial lockdown, vaccination, and physical distancing measures. Additionally, we did not observe any substantial reductions in community transmission rates following vaccination efforts without additional periods of increased physical distancing.",human,FALSE,12.26,0,17.8,19.56,21.3,12.46,20,21.5,20,20.4,19th and 20th grade,370,50,6.32,0,2,0.76,0.0142,0.0207,0.057897694,0.903357089,0.038745314
16,"tocilizumab did not demonstrate a significant reduction in mortality rates among patients with COVID-19 after controlling for age, severity of illness, and co-morbidities.",human,FALSE,22.75,0,15.8,19.32,20.6,14.39,10,17.5,10,19.63,19th and 20th grade,171,23,6.35,0,1,1,0.0127,0.0155,0.988178849,0.005495329,0.006325782
49,"Tocilizumab was found to significantly reduce mortality rates among patients with COVID-19, even after controlling for age, severity of illness, and co-morbidities, according to this study.",human,FALSE,28.17,0,15.8,18.05,21.3,13.43,10,19,10,19.63,18th and 19th grade,189,26,6.12,0,1,0.96,0.5118,0.016,0.978868663,0.011367422,0.009763891
21,"There is a significant disparity in the COVID-19 rate among Pacific Islanders from Micronesia and Samoa compared to other ethnic groups in Hawai'i, with the former group experiencing up to 10 times the infection rate of all other groups combined and accounting for nearly 30% of all cases.",human,FALSE,22.76,0,22,12.26,26.3,12.93,13,31,13,25.03,12th and 13th grade,289,47,4.98,2,1,0.79,0.02,0.061,0.106909283,0.672824264,0.220266446
21,"The COVID-19 rate in Pacific Islanders from Micronesia and Samoa is not significantly different from that in other ethnic groups in Hawai'i, and they do not account for a disproportionate number of cases, according to this study.",human,FALSE,33.92,0,17.7,12.78,21.7,11.02,8,24.5,8,20.21,17th and 18th grade,229,38,4.97,0,1,0.87,0.0171,0.0191,0.005519849,0.986461043,0.008019152
2,"According to this study, silver and silver-contained stainless steel surfaces do not possess antiviral properties against SARS-CoV-2 and H1N1 viruses, whereas pure copper and copper-contained stainless steel with a high copper content exhibit significant inhibitory effects on these viruses.",human,FALSE,14.97,0,20.9,19.91,28.6,12.86,14,27.5,14,21.75,12th and 13th grade,291,39,6.41,0,1,0.85,0.02,0.0887,0.007324358,0.989686906,0.002988738
12,"The study found that silver and silver-contained stainless steel surfaces exhibit strong antiviral properties against SARS-CoV-2 and H1N1 viruses, while pure copper and copper-contained stainless steel with a high copper content do not show any inhibitory effects against these viruses.",human,FALSE,30.88,0,18.9,18.29,27.7,11.15,10,26,10,20,18th and 19th grade,286,40,6.12,0,1,0.82,0.256,0.0684,0.09449134,0.895870209,0.009638472
1,"We estimated that among 100,000 gym members, with full availability of the gym, there would be 649 actively infectious members. Shortening the open-hours for the gym would reduce the number of infected members to 569. Shutting down the steam room and showers in the gym would reduce the number of infected members to 560.",human,FALSE,61.67,11.9,9.1,10.44,10.9,9.5,10,11.33333333,10,11.64,11th and 12th grade,321,50,4.94,4,3,0.6,0.0177,0.1479,0.768906534,0.112577736,0.118515745
0,Negative.,human,FALSE,-47.99,0,20.2,1,21.5,19.48,1,0.5,1,40.4,0th and 1st grade,9,1,8,0,1,1,0.0689,0.0744,0.945305169,0.010621187,0.044073652
16,"In the phase 1 trial, the potential vaccine formula caused an accelerated heart rate response that remained elevated in all participants 3 months after the second vaccination. In the phase 2 trial, the potential vaccine formula showed better safety outcomes.",human,FALSE,34.26,0,13.5,13.92,14.4,11.73,11,14,11,14,13th and 14th grade,258,37,5.73,3,2,0.73,0.2064,0.0205,0.002125716,0.99672097,0.001153427
